Case_ID,Transaction_ID,From_Account,To_Account,Amount,Date,Time,IP,Phone,Email
C019,T00789,ACC0103,ACC0432,24066,2023-01-09,15:38,192.168.1.13,7079007777,user5@example.com
C006,T00790,ACC0378,ACC0080,35100,2023-03-15,20:37,192.168.1.30,8316770490,user99@example.com
C010,T00791,ACC0082,ACC0372,35976,2023-06-28,04:50,192.168.1.13,6690167049,user60@example.com
C009,T00792,ACC0471,ACC0015,55398,2023-02-25,21:43,192.168.1.17,8875636835,user27@example.com
C008,T00793,ACC0202,ACC0015,99653,2023-01-28,16:55,192.168.1.5,7428851976,user99@example.com
C005,T00794,ACC0020,ACC0256,92803,2023-05-29,15:06,192.168.1.28,6841343779,user15@example.com
C001,T00795,ACC0295,ACC0174,34273,2023-02-11,08:37,192.168.1.2,9012886331,user55@example.com
C005,T00796,ACC0194,ACC0183,88613,2023-06-01,20:18,192.168.1.12,9829273911,user90@example.com
C003,T00797,ACC0345,ACC0001,45370,2023-01-26,13:21,192.168.1.43,6714334365,user58@example.com
C013,T00798,ACC0340,ACC0474,10883,2023-05-20,06:59,192.168.1.11,6683783878,user12@example.com
C002,T00799,ACC0499,ACC0079,58824,2023-01-19,22:05,192.168.1.44,7971860251,user63@example.com
C004,T00800,ACC0028,ACC0300,7793,2023-01-05,22:47,192.168.1.9,7749388328,user8@example.com
C014,T00801,ACC0398,ACC0008,45795,2023-05-08,06:27,192.168.1.25,6714334365,user57@example.com
C012,T00802,ACC0282,ACC0169,19038,2023-05-10,07:38,192.168.1.14,7971860251,user49@example.com
C012,T00803,ACC0321,ACC0447,9410,2023-05-25,08:56,192.168.1.4,8875636835,user88@example.com
C017,T00804,ACC0451,ACC0016,75744,2023-03-19,18:38,192.168.1.47,7833862491,user18@example.com
C018,T00805,ACC0210,ACC0191,27708,2023-02-12,08:23,192.168.1.32,6535183618,user37@example.com
C011,T00806,ACC0078,ACC0124,66910,2023-04-21,18:12,192.168.1.7,6241776141,user10@example.com
C011,T00807,ACC0220,ACC0121,57428,2023-01-11,20:58,192.168.1.31,9533523285,user48@example.com
C003,T00808,ACC0063,ACC0016,66068,2023-02-11,02:56,192.168.1.47,8100463831,user76@example.com
C003,T00809,ACC0028,ACC0430,94192,2023-03-06,07:50,192.168.1.33,7971860251,user54@example.com
C020,T00810,ACC0495,ACC0118,33472,2023-02-03,09:08,192.168.1.47,7341824550,user30@example.com
C020,T00811,ACC0058,ACC0026,85443,2023-06-14,05:13,192.168.1.35,8564248902,user7@example.com
C017,T00812,ACC0417,ACC0010,99548,2023-06-21,13:26,192.168.1.3,9596216699,user94@example.com
C012,T00813,ACC0083,ACC0201,69139,2023-02-08,23:44,192.168.1.26,6075693840,user76@example.com
C005,T00814,ACC0057,ACC0108,35812,2023-05-23,00:41,192.168.1.2,8342648194,user64@example.com
C018,T00815,ACC0251,ACC0487,33690,2023-02-02,14:54,192.168.1.24,7576593210,user94@example.com
C002,T00816,ACC0253,ACC0258,35265,2023-01-16,19:25,192.168.1.27,9131228177,user3@example.com
C018,T00817,ACC0028,ACC0232,67540,2023-04-03,13:25,192.168.1.50,7863677453,user12@example.com
C003,T00818,ACC0404,ACC0151,40747,2023-02-13,06:58,192.168.1.39,8286929404,user41@example.com
C011,T00819,ACC0304,ACC0187,11083,2023-05-30,07:05,192.168.1.32,7512704154,user14@example.com
C019,T00820,ACC0354,ACC0204,45041,2023-03-11,08:36,192.168.1.5,7800468073,user89@example.com
C018,T00821,ACC0241,ACC0405,40464,2023-02-23,19:04,192.168.1.30,8332804232,user95@example.com
C003,T00822,ACC0340,ACC0106,16831,2023-02-09,19:17,192.168.1.4,9596216699,user96@example.com
C019,T00823,ACC0004,ACC0442,21052,2023-06-21,01:14,192.168.1.38,7833862491,user86@example.com
C017,T00824,ACC0121,ACC0040,22495,2023-04-21,23:08,192.168.1.36,6714334365,user12@example.com
C008,T00825,ACC0235,ACC0176,10540,2023-06-11,09:03,192.168.1.17,8759217831,user49@example.com
C019,T00826,ACC0092,ACC0321,76042,2023-02-18,19:39,192.168.1.37,7800468073,user36@example.com
C001,T00827,ACC0369,ACC0166,23751,2023-04-12,05:52,192.168.1.31,6535183618,user45@example.com
C014,T00828,ACC0209,ACC0132,36567,2023-04-02,14:05,192.168.1.20,8786001402,user97@example.com
C012,T00829,ACC0221,ACC0301,42738,2023-01-19,05:17,192.168.1.44,8286929404,user14@example.com
C012,T00830,ACC0370,ACC0153,26569,2023-03-27,01:01,192.168.1.34,8490349932,user33@example.com
C003,T00831,ACC0263,ACC0395,9345,2023-04-23,16:44,192.168.1.28,7472360950,user85@example.com
C013,T00832,ACC0401,ACC0414,41702,2023-06-02,22:54,192.168.1.9,8774650162,user76@example.com
C016,T00833,ACC0360,ACC0393,29947,2023-06-28,09:06,192.168.1.6,6787254499,user44@example.com
C014,T00834,ACC0015,ACC0037,16128,2023-05-28,15:43,192.168.1.12,6241776141,user32@example.com
C020,T00835,ACC0475,ACC0464,12162,2023-03-08,15:31,192.168.1.49,7327439684,user7@example.com
C016,T00836,ACC0082,ACC0477,92459,2023-02-09,08:02,192.168.1.21,8094684812,user36@example.com
C018,T00837,ACC0130,ACC0435,8819,2023-02-10,17:45,192.168.1.45,7551777988,user5@example.com
C013,T00838,ACC0369,ACC0143,21580,2023-01-31,08:44,192.168.1.44,7800468073,user7@example.com
C003,T00839,ACC0144,ACC0474,40898,2023-03-11,16:45,192.168.1.28,6714334365,user75@example.com
C005,T00840,ACC0111,ACC0313,24711,2023-01-15,11:11,192.168.1.28,9790704115,user46@example.com
C017,T00841,ACC0124,ACC0420,74824,2023-05-11,10:05,192.168.1.10,8618485975,user25@example.com
C016,T00842,ACC0413,ACC0112,34612,2023-04-22,16:34,192.168.1.30,8564248902,user44@example.com
C007,T00843,ACC0356,ACC0345,73863,2023-01-11,01:55,192.168.1.35,7710898914,user78@example.com
C017,T00844,ACC0372,ACC0153,25831,2023-06-09,12:14,192.168.1.50,9992380683,user2@example.com
C011,T00845,ACC0001,ACC0186,48284,2023-05-12,11:09,192.168.1.26,8342648194,user20@example.com
C018,T00846,ACC0037,ACC0167,22745,2023-02-08,22:18,192.168.1.31,7749388328,user66@example.com
C017,T00847,ACC0432,ACC0313,55451,2023-04-07,06:14,192.168.1.27,7054675997,user63@example.com
C002,T00848,ACC0315,ACC0089,14129,2023-04-09,11:16,192.168.1.10,7428851976,user51@example.com
C007,T00849,ACC0235,ACC0488,69751,2023-03-20,10:18,192.168.1.13,6453930471,user55@example.com
C020,T00850,ACC0086,ACC0344,70961,2023-06-03,15:39,192.168.1.6,8702670225,user94@example.com
C016,T00851,ACC0076,ACC0102,82222,2023-03-01,02:41,192.168.1.5,9791498276,user23@example.com
C006,T00852,ACC0215,ACC0492,71843,2023-03-02,19:53,192.168.1.50,7971860251,user1@example.com
C007,T00853,ACC0166,ACC0380,99251,2023-05-22,00:47,192.168.1.14,6535183618,user45@example.com
C016,T00854,ACC0223,ACC0145,27531,2023-05-05,07:46,192.168.1.3,9596216699,user25@example.com
C019,T00855,ACC0452,ACC0148,95195,2023-01-11,11:57,192.168.1.46,8564248902,user88@example.com
C005,T00856,ACC0375,ACC0109,65317,2023-06-16,05:08,192.168.1.1,7097967409,user10@example.com
C004,T00857,ACC0382,ACC0219,82870,2023-05-16,04:44,192.168.1.6,8509012347,user39@example.com
C015,T00858,ACC0207,ACC0272,47442,2023-02-05,11:54,192.168.1.50,9791498276,user72@example.com
C011,T00859,ACC0339,ACC0114,93703,2023-01-20,06:44,192.168.1.33,7723975431,user44@example.com
C004,T00860,ACC0001,ACC0478,75379,2023-03-09,17:25,192.168.1.18,8100463831,user65@example.com
C008,T00861,ACC0269,ACC0472,35507,2023-01-28,07:37,192.168.1.40,7551777988,user13@example.com
C019,T00862,ACC0350,ACC0297,42205,2023-02-24,13:05,192.168.1.18,6265275990,user86@example.com
C013,T00863,ACC0144,ACC0305,82629,2023-04-06,07:47,192.168.1.25,9524267122,user16@example.com
C013,T00864,ACC0007,ACC0031,90680,2023-04-02,13:11,192.168.1.47,6759158527,user67@example.com
C005,T00865,ACC0342,ACC0180,27719,2023-04-28,08:39,192.168.1.22,7800468073,user21@example.com
C009,T00866,ACC0338,ACC0210,65838,2023-03-10,11:55,192.168.1.3,7863677453,user78@example.com
C002,T00867,ACC0341,ACC0139,32344,2023-03-08,18:48,192.168.1.19,6634379272,user62@example.com
C009,T00868,ACC0282,ACC0140,68639,2023-06-13,06:16,192.168.1.17,8904300116,user73@example.com
C005,T00869,ACC0466,ACC0028,78411,2023-01-18,11:58,192.168.1.36,8614333799,user47@example.com
C013,T00870,ACC0234,ACC0145,75460,2023-01-20,23:23,192.168.1.11,7816748702,user31@example.com
C002,T00871,ACC0092,ACC0085,73464,2023-01-29,16:13,192.168.1.25,6102534458,user14@example.com
C005,T00872,ACC0204,ACC0218,93522,2023-02-21,11:31,192.168.1.38,8490349932,user44@example.com
C017,T00873,ACC0390,ACC0075,87063,2023-06-06,09:11,192.168.1.43,7749388328,user53@example.com
C013,T00874,ACC0056,ACC0154,71798,2023-03-23,21:24,192.168.1.5,9857742175,user59@example.com
C020,T00875,ACC0320,ACC0474,21281,2023-04-10,18:12,192.168.1.17,9596216699,user49@example.com
C018,T00876,ACC0443,ACC0128,88739,2023-06-15,03:35,192.168.1.23,8851543327,user82@example.com
C002,T00877,ACC0375,ACC0083,89070,2023-02-16,02:02,192.168.1.32,8564248902,user1@example.com
C011,T00878,ACC0210,ACC0119,82617,2023-06-05,17:58,192.168.1.16,8614333799,user62@example.com
C020,T00879,ACC0042,ACC0252,8746,2023-01-03,05:35,192.168.1.23,6361615148,user73@example.com
C005,T00880,ACC0324,ACC0214,7067,2023-04-25,09:10,192.168.1.18,6159853865,user10@example.com
C005,T00881,ACC0318,ACC0214,36482,2023-05-11,04:12,192.168.1.30,7816748702,user18@example.com
C020,T00882,ACC0304,ACC0033,18852,2023-05-28,00:38,192.168.1.35,6339920824,user1@example.com
C006,T00883,ACC0051,ACC0478,98240,2023-02-11,20:07,192.168.1.3,9053720883,user30@example.com
C008,T00884,ACC0066,ACC0144,42328,2023-06-09,07:26,192.168.1.22,6159853865,user47@example.com
C001,T00885,ACC0146,ACC0062,8094,2023-01-31,03:14,192.168.1.2,6364271968,user8@example.com
C013,T00886,ACC0113,ACC0212,37657,2023-06-20,22:59,192.168.1.10,8310891037,user58@example.com
C008,T00887,ACC0295,ACC0099,70401,2023-01-25,15:15,192.168.1.9,9481505619,user25@example.com
C004,T00888,ACC0192,ACC0177,78288,2023-01-13,18:50,192.168.1.36,8774650162,user81@example.com
C019,T00889,ACC0338,ACC0174,94422,2023-03-31,09:54,192.168.1.20,7998294103,user46@example.com
C007,T00890,ACC0288,ACC0480,34339,2023-05-26,14:59,192.168.1.4,7327439684,user18@example.com
C005,T00891,ACC0344,ACC0166,53113,2023-03-07,00:52,192.168.1.37,9992380683,user83@example.com
C007,T00892,ACC0061,ACC0489,46858,2023-02-11,14:57,192.168.1.25,6759158527,user38@example.com
C009,T00893,ACC0006,ACC0315,3142,2023-06-03,12:42,192.168.1.23,6343121319,user16@example.com
C003,T00894,ACC0489,ACC0474,14381,2023-04-03,13:35,192.168.1.13,6102534458,user69@example.com
C011,T00895,ACC0488,ACC0480,37368,2023-05-04,17:47,192.168.1.15,7428851976,user72@example.com
C002,T00896,ACC0377,ACC0225,65425,2023-02-28,10:05,192.168.1.11,7710898914,user57@example.com
C013,T00897,ACC0354,ACC0337,39821,2023-02-22,18:16,192.168.1.49,7863677453,user73@example.com
C004,T00898,ACC0221,ACC0266,30450,2023-02-04,17:15,192.168.1.17,8342648194,user87@example.com
C016,T00899,ACC0474,ACC0209,50529,2023-06-09,19:01,192.168.1.14,8484887910,user98@example.com
C008,T00900,ACC0269,ACC0294,2067,2023-05-01,11:27,192.168.1.18,8490349932,user88@example.com
C007,T00901,ACC0346,ACC0308,29511,2023-06-04,20:27,192.168.1.43,9398869574,user68@example.com
C014,T00902,ACC0288,ACC0342,71099,2023-04-19,05:29,192.168.1.47,7710898914,user1@example.com
C010,T00903,ACC0403,ACC0026,66426,2023-03-04,03:53,192.168.1.34,9053720883,user46@example.com
C005,T00904,ACC0008,ACC0375,38922,2023-02-13,14:27,192.168.1.27,9065427609,user97@example.com
C011,T00905,ACC0302,ACC0359,75986,2023-04-11,23:56,192.168.1.13,8614333799,user85@example.com
C002,T00906,ACC0297,ACC0374,31293,2023-06-26,08:07,192.168.1.44,8484887910,user81@example.com
C018,T00907,ACC0444,ACC0388,64276,2023-01-13,06:21,192.168.1.12,6535183618,user96@example.com
C014,T00908,ACC0057,ACC0472,17312,2023-06-10,00:52,192.168.1.41,8774650162,user77@example.com
C004,T00909,ACC0367,ACC0316,89197,2023-01-14,09:17,192.168.1.10,6787254499,user11@example.com
C001,T00910,ACC0381,ACC0047,10666,2023-05-06,10:39,192.168.1.37,9791498276,user67@example.com
C010,T00911,ACC0196,ACC0266,14519,2023-03-23,20:54,192.168.1.29,7800468073,user74@example.com
C016,T00912,ACC0455,ACC0026,77892,2023-02-18,11:40,192.168.1.36,8316770490,user88@example.com
C004,T00913,ACC0279,ACC0185,85907,2023-04-21,08:01,192.168.1.47,8292127919,user54@example.com
C017,T00914,ACC0009,ACC0370,68764,2023-01-08,06:45,192.168.1.17,6265275990,user40@example.com
C020,T00915,ACC0204,ACC0339,23303,2023-06-29,20:35,192.168.1.34,6075693840,user71@example.com
C016,T00916,ACC0127,ACC0043,15235,2023-03-10,21:38,192.168.1.28,9533523285,user75@example.com
C017,T00917,ACC0091,ACC0477,48477,2023-04-14,06:39,192.168.1.19,6690167049,user77@example.com
C005,T00918,ACC0179,ACC0034,38282,2023-05-30,00:26,192.168.1.44,8342648194,user11@example.com
C015,T00919,ACC0210,ACC0015,36795,2023-01-01,15:50,192.168.1.30,7472360950,user10@example.com
C020,T00920,ACC0014,ACC0149,1020,2023-04-22,22:15,192.168.1.40,8094684812,user63@example.com
C008,T00921,ACC0417,ACC0281,57950,2023-05-10,01:34,192.168.1.4,6127847302,user9@example.com
C015,T00922,ACC0387,ACC0476,31167,2023-06-18,00:02,192.168.1.12,6597366321,user83@example.com
C020,T00923,ACC0473,ACC0240,67452,2023-02-28,06:40,192.168.1.44,6535183618,user97@example.com
C004,T00924,ACC0436,ACC0319,82133,2023-01-05,13:09,192.168.1.32,8100463831,user85@example.com
C001,T00925,ACC0358,ACC0347,94294,2023-01-18,04:45,192.168.1.19,7341824550,user66@example.com
C019,T00926,ACC0201,ACC0111,43458,2023-03-26,18:52,192.168.1.30,9131228177,user74@example.com
C012,T00927,ACC0443,ACC0145,7995,2023-02-16,01:35,192.168.1.33,6265275990,user18@example.com
C011,T00928,ACC0269,ACC0486,70080,2023-01-02,17:21,192.168.1.22,6361615148,user48@example.com
C002,T00929,ACC0386,ACC0087,82332,2023-02-22,00:58,192.168.1.26,6256720444,user92@example.com
C020,T00930,ACC0064,ACC0482,80735,2023-01-09,23:37,192.168.1.18,8342648194,user12@example.com
C008,T00931,ACC0297,ACC0258,39892,2023-04-23,05:17,192.168.1.7,9596216699,user98@example.com
C012,T00932,ACC0185,ACC0405,20966,2023-06-06,19:10,192.168.1.31,8292127919,user20@example.com
C007,T00933,ACC0071,ACC0111,93537,2023-05-25,17:44,192.168.1.39,9992380683,user57@example.com
C002,T00934,ACC0258,ACC0055,36506,2023-06-29,12:27,192.168.1.42,7576593210,user10@example.com
C012,T00935,ACC0292,ACC0369,56461,2023-04-04,15:20,192.168.1.42,6339920824,user21@example.com
C020,T00936,ACC0001,ACC0397,26023,2023-06-26,03:40,192.168.1.28,6212591176,user53@example.com
C003,T00937,ACC0080,ACC0120,75999,2023-03-30,21:15,192.168.1.42,9398869574,user71@example.com
C020,T00938,ACC0110,ACC0307,90855,2023-06-08,21:58,192.168.1.16,9062918245,user27@example.com
C019,T00939,ACC0143,ACC0148,13003,2023-02-05,04:13,192.168.1.20,9596216699,user58@example.com
C016,T00940,ACC0414,ACC0125,24010,2023-04-06,09:25,192.168.1.28,8292127919,user43@example.com
C015,T00941,ACC0405,ACC0222,66190,2023-06-21,00:33,192.168.1.29,7353435606,user7@example.com
C003,T00942,ACC0369,ACC0196,39892,2023-02-24,03:16,192.168.1.16,6256720444,user88@example.com
C003,T00943,ACC0374,ACC0453,1656,2023-04-20,10:10,192.168.1.34,7141735120,user2@example.com
C006,T00944,ACC0129,ACC0201,69372,2023-02-25,06:57,192.168.1.39,6759158527,user64@example.com
C005,T00945,ACC0020,ACC0218,50550,2023-03-11,10:18,192.168.1.10,8875636835,user44@example.com
C016,T00946,ACC0031,ACC0349,48399,2023-04-08,15:55,192.168.1.36,8292127919,user7@example.com
C004,T00947,ACC0496,ACC0270,51174,2023-01-27,22:27,192.168.1.25,8100463831,user45@example.com
C011,T00948,ACC0130,ACC0025,23384,2023-06-26,02:53,192.168.1.6,7816748702,user65@example.com
C014,T00949,ACC0290,ACC0449,41491,2023-04-15,21:18,192.168.1.11,7800468073,user66@example.com
C019,T00950,ACC0290,ACC0411,67395,2023-02-11,01:32,192.168.1.50,7723975431,user49@example.com
C012,T00951,ACC0311,ACC0222,46033,2023-06-26,20:21,192.168.1.8,6690167049,user97@example.com
C002,T00952,ACC0306,ACC0420,45275,2023-03-30,02:55,192.168.1.4,8851543327,user35@example.com
C020,T00953,ACC0317,ACC0022,89514,2023-02-28,20:05,192.168.1.19,8266061295,user3@example.com
C017,T00954,ACC0322,ACC0388,39829,2023-02-05,09:40,192.168.1.21,8316770490,user64@example.com
C013,T00955,ACC0127,ACC0244,46902,2023-04-03,15:09,192.168.1.28,8310891037,user15@example.com
C015,T00956,ACC0329,ACC0270,49058,2023-03-04,18:21,192.168.1.25,7749388328,user15@example.com
C007,T00957,ACC0376,ACC0024,1912,2023-01-23,17:32,192.168.1.27,7327439684,user81@example.com
C011,T00958,ACC0111,ACC0392,59746,2023-06-08,09:47,192.168.1.21,9053720883,user7@example.com
C020,T00959,ACC0130,ACC0298,45098,2023-01-18,04:16,192.168.1.1,7079007777,user87@example.com
C004,T00960,ACC0430,ACC0368,45708,2023-04-21,20:14,192.168.1.48,7141735120,user13@example.com
C006,T00961,ACC0473,ACC0156,70561,2023-03-04,23:35,192.168.1.28,9533523285,user96@example.com
C005,T00962,ACC0187,ACC0089,63377,2023-03-09,20:25,192.168.1.32,9424753779,user86@example.com
C013,T00963,ACC0281,ACC0138,50896,2023-02-18,08:43,192.168.1.15,7379961739,user98@example.com
C017,T00964,ACC0074,ACC0115,43359,2023-01-22,09:53,192.168.1.14,6075693840,user93@example.com
C016,T00965,ACC0180,ACC0433,44202,2023-02-07,05:00,192.168.1.13,7816748702,user36@example.com
C010,T00966,ACC0157,ACC0087,95029,2023-04-23,13:01,192.168.1.17,8100463831,user79@example.com
C001,T00967,ACC0353,ACC0300,68104,2023-04-21,18:01,192.168.1.27,8286929404,user83@example.com
C002,T00968,ACC0386,ACC0054,94797,2023-02-07,10:27,192.168.1.16,8618485975,user9@example.com
C011,T00969,ACC0180,ACC0359,98256,2023-02-22,16:30,192.168.1.30,9992380683,user10@example.com
C009,T00970,ACC0349,ACC0021,9725,2023-06-29,07:09,192.168.1.50,8094684812,user92@example.com
C013,T00971,ACC0461,ACC0472,51971,2023-03-15,06:45,192.168.1.2,7723975431,user93@example.com
C014,T00972,ACC0255,ACC0238,94115,2023-04-29,20:02,192.168.1.23,8774650162,user40@example.com
C004,T00973,ACC0131,ACC0039,34585,2023-06-13,14:56,192.168.1.25,9829273911,user68@example.com
C011,T00974,ACC0256,ACC0057,65135,2023-02-01,07:00,192.168.1.50,6361615148,user76@example.com
C020,T00975,ACC0225,ACC0190,5253,2023-05-13,04:32,192.168.1.42,7097967409,user44@example.com
C015,T00976,ACC0126,ACC0338,71611,2023-03-03,00:49,192.168.1.13,8310891037,user55@example.com
C009,T00977,ACC0271,ACC0021,88515,2023-05-05,17:09,192.168.1.16,9829273911,user60@example.com
C010,T00978,ACC0433,ACC0388,47430,2023-01-14,12:48,192.168.1.17,7816748702,user16@example.com
C001,T00979,ACC0068,ACC0200,88717,2023-03-15,20:10,192.168.1.3,7512704154,user75@example.com
C002,T00980,ACC0299,ACC0170,77295,2023-01-14,06:21,192.168.1.46,8310891037,user73@example.com
C016,T00981,ACC0257,ACC0483,73211,2023-06-21,19:21,192.168.1.40,9189562222,user55@example.com
C015,T00982,ACC0226,ACC0142,45803,2023-01-01,20:10,192.168.1.47,7816748702,user12@example.com
C017,T00983,ACC0043,ACC0406,89948,2023-03-10,01:00,192.168.1.9,9524267122,user70@example.com
C020,T00984,ACC0110,ACC0172,7973,2023-03-23,21:24,192.168.1.18,6241776141,user54@example.com
C005,T00985,ACC0256,ACC0105,11299,2023-03-19,16:31,192.168.1.45,8316770490,user41@example.com
C012,T00986,ACC0472,ACC0128,19975,2023-02-26,13:20,192.168.1.38,8786001402,user73@example.com
C017,T00987,ACC0040,ACC0029,65136,2023-05-11,22:23,192.168.1.13,7971860251,user68@example.com
C019,T00988,ACC0182,ACC0499,61832,2023-05-05,15:12,192.168.1.44,6298832043,user4@example.com
C013,T00989,ACC0259,ACC0280,78087,2023-06-07,11:24,192.168.1.14,8966336144,user73@example.com
C014,T00990,ACC0230,ACC0236,86994,2023-01-28,11:19,192.168.1.28,9062918245,user26@example.com
C008,T00991,ACC0253,ACC0174,84191,2023-05-13,13:06,192.168.1.11,8292127919,user23@example.com
C011,T00992,ACC0040,ACC0285,47314,2023-02-09,06:59,192.168.1.10,7141735120,user5@example.com
C006,T00993,ACC0247,ACC0070,12808,2023-05-23,04:57,192.168.1.14,7054675997,user95@example.com
C007,T00994,ACC0248,ACC0085,3160,2023-05-12,19:38,192.168.1.36,9053720883,user36@example.com
C016,T00995,ACC0288,ACC0019,59713,2023-04-01,23:49,192.168.1.10,8681135640,user48@example.com
C006,T00996,ACC0425,ACC0339,25088,2023-01-25,10:11,192.168.1.2,7723975431,user18@example.com
C007,T00997,ACC0475,ACC0417,55786,2023-06-02,10:01,192.168.1.6,8774650162,user22@example.com
C007,T00998,ACC0293,ACC0038,21741,2023-06-08,08:00,192.168.1.32,8618485975,user19@example.com
C003,T00999,ACC0347,ACC0363,34289,2023-01-28,20:40,192.168.1.2,9131228177,user2@example.com
C003,T01000,ACC0495,ACC0047,79008,2023-05-29,16:10,192.168.1.32,9857742175,user23@example.com
